,km_driven,insurance_prem,manufacturer,model,listed_price,car_seller,state,owner_type,car_age,top_features_count
24524,31597.0,0,maruti,maruti ignis,729000.0,1,karnataka,1,4,9
24525,41580.0,0,maruti,maruti celerio,565000.0,1,karnataka,1,7,9
24526,43483.0,0,maruti,maruti celerio,550494.0,1,karnataka,1,7,8
24527,51007.0,0,maruti,maruti celerio,475000.0,1,karnataka,1,10,8
24528,45677.0,0,maruti,maruti baleno,748629.0,1,karnataka,1,7,9
24529,13360.0,0,maruti,maruti baleno,750000.0,1,karnataka,1,5,9
24530,32462.0,0,maruti,maruti ciaz,650000.0,1,karnataka,1,9,9
24531,28263.0,0,maruti,maruti swift,432000.0,1,karnataka,1,13,8
24532,50489.0,0,maruti,maruti ciaz,650000.0,1,karnataka,2,10,9
24533,11166.0,0,maruti,maruti swift,650000.0,1,karnataka,1,5,9
24534,46456.0,0,maruti,maruti ciaz,600000.0,1,karnataka,2,8,9
24535,50857.0,0,maruti,maruti swift,550000.0,1,karnataka,2,11,9
24536,34039.0,0,maruti,maruti wagon r,310000.0,1,karnataka,1,13,9
24537,99954.0,0,maruti,maruti swift,490000.0,1,karnataka,1,10,8
24538,10538.0,0,maruti,maruti swift,680000.0,1,karnataka,1,4,9
24539,24644.0,0,maruti,maruti swift,380000.0,1,karnataka,1,10,8
24540,21214.0,0,maruti,maruti swift,650000.0,1,karnataka,1,4,9
24541,28404.0,0,maruti,maruti swift dzire,680000.0,1,karnataka,1,8,9
24542,118652.0,0,maruti,maruti sx4,190000.0,1,karnataka,3,15,9
24543,34262.0,0,maruti,maruti swift dzire,700000.0,1,karnataka,1,7,9
24544,47860.0,0,maruti,maruti wagon r,480000.0,1,karnataka,1,6,9
24545,77027.0,0,maruti,maruti zen estilo,250000.0,1,karnataka,1,13,8
24546,22661.0,0,maruti,maruti alto k10,400000.0,1,karnataka,1,6,9
24547,50629.0,0,maruti,maruti ritz,450000.0,1,karnataka,1,10,8
24548,15499.0,0,maruti,maruti baleno,800000.0,1,karnataka,1,8,9
24549,104877.0,0,maruti,maruti swift dzire,220000.0,1,karnataka,2,17,9
24550,52356.0,0,maruti,maruti baleno,550000.0,1,karnataka,1,8,9
24551,12967.0,0,maruti,maruti baleno,650000.0,1,karnataka,2,8,9
24552,5646.0,0,maruti,maruti vitara brezza,1050000.0,1,karnataka,1,4,9
24553,92076.0,0,maruti,maruti ciaz,600000.0,1,karnataka,2,10,9
24554,69613.0,0,maruti,maruti alto k10,149356.0,1,karnataka,4,15,8
24555,21404.0,0,maruti,maruti alto 800,334706.0,1,karnataka,1,4,8
24557,52323.0,0,maruti,maruti ertiga,990000.0,1,karnataka,1,6,9
24558,26148.0,0,maruti,maruti alto k10,210000.0,1,karnataka,2,10,9
24560,79435.0,0,maruti,maruti zen estilo,160000.0,1,karnataka,4,16,6
24561,30282.0,0,maruti,maruti swift,430000.0,1,karnataka,1,13,8
24562,17983.0,0,maruti,maruti ignis,500000.0,1,karnataka,1,7,9
24563,168616.0,0,maruti,maruti wagon r,230000.0,1,karnataka,3,15,9
24564,13287.0,0,maruti,maruti ritz,362249.0,1,karnataka,1,10,8
24566,56698.0,0,maruti,maruti wagon r,350000.0,1,karnataka,1,13,9
24567,50012.0,0,maruti,maruti alto k10,250000.0,1,karnataka,1,13,8
24569,68523.0,0,maruti,maruti baleno,470000.0,1,karnataka,1,9,9
24570,18440.0,0,maruti,maruti baleno,670000.0,1,karnataka,2,7,9
24572,34422.0,0,maruti,maruti ciaz,650000.0,1,karnataka,1,9,9
24573,102354.0,0,maruti,maruti swift dzire,250000.0,1,karnataka,2,17,9
24574,60255.0,0,maruti,maruti wagon r,300000.0,1,karnataka,1,14,9
24576,60195.0,0,maruti,maruti alto k10,190000.0,1,karnataka,2,14,8
24578,56750.0,0,maruti,maruti ritz,282096.0,1,karnataka,1,15,8
24579,110464.0,0,maruti,maruti ertiga,700000.0,1,karnataka,1,11,9
24580,18734.0,0,maruti,maruti alto 800,430000.0,1,karnataka,1,5,9
24581,139315.0,0,maruti,maruti sx4,150000.0,1,karnataka,3,17,9
24582,66612.0,0,maruti,maruti swift,600000.0,1,karnataka,1,8,9
24583,30852.0,0,maruti,maruti baleno,850000.0,1,karnataka,1,6,9
24584,15842.0,0,maruti,maruti baleno,700000.0,1,karnataka,1,6,9
24585,74421.0,0,maruti,maruti sx4,213831.0,1,karnataka,3,17,9
24586,44342.0,0,maruti,maruti baleno,600000.0,1,karnataka,1,9,9
24587,107621.0,0,maruti,maruti sx4,300000.0,1,karnataka,3,14,9
24588,19893.0,0,maruti,maruti alto 800,350000.0,1,karnataka,1,7,9
24589,28030.0,0,maruti,maruti baleno,730000.0,1,karnataka,1,7,9
24591,22226.0,0,maruti,maruti baleno,750000.0,1,karnataka,2,6,9
24592,113791.0,0,maruti,maruti swift,400000.0,1,karnataka,1,15,9
24594,52962.0,0,maruti,maruti swift,476418.0,1,karnataka,1,9,9
24595,31103.0,0,maruti,maruti s-presso,500000.0,1,karnataka,1,6,9
24596,74201.0,0,maruti,maruti sx4,300000.0,1,karnataka,3,14,9
24597,41228.0,0,maruti,maruti alto k10,210000.0,1,karnataka,1,14,8
24598,41991.0,0,maruti,maruti swift dzire,317585.0,1,karnataka,1,13,9
24599,37000.0,0,maruti,maruti vitara brezza,950000.0,1,karnataka,1,8,9
24600,50000.0,0,maruti,maruti swift dzire,615000.0,0,karnataka,2,9,9
24602,81829.0,0,maruti,maruti vitara brezza,650000.0,1,karnataka,3,9,9
24603,120000.0,0,maruti,maruti ciaz,572000.0,0,karnataka,2,9,9
24604,67000.0,0,maruti,maruti baleno,795000.0,1,karnataka,1,7,9
24605,110000.0,0,maruti,maruti swift,595000.0,1,karnataka,1,10,9
24606,49449.0,0,maruti,maruti ertiga,985000.0,1,karnataka,1,8,9
24607,78536.0,0,maruti,maruti ciaz,745000.0,1,karnataka,2,9,9
24608,55635.0,0,maruti,maruti vitara brezza,895000.0,1,karnataka,1,9,9
24609,49834.0,0,maruti,maruti sx4 s cross,795000.0,1,karnataka,1,10,9
24610,83744.0,0,maruti,maruti swift dzire,616000.0,1,karnataka,1,10,9
24611,60000.0,0,maruti,maruti swift dzire,545000.0,1,karnataka,1,12,9
24612,111075.0,0,maruti,maruti swift,465000.0,1,karnataka,2,12,9
24613,57088.0,0,maruti,maruti swift dzire,834000.0,1,karnataka,1,6,9
24614,111943.0,0,maruti,maruti ciaz,850000.0,1,karnataka,1,7,9
24615,67480.0,0,maruti,maruti sx4 s cross,831000.0,1,karnataka,1,9,9
24616,67829.0,0,maruti,maruti swift,496000.0,1,karnataka,2,11,9
24617,45513.0,0,maruti,maruti ciaz,978000.0,1,karnataka,1,7,9
24618,61977.0,0,maruti,maruti vitara brezza,895000.0,1,karnataka,1,8,9
24619,39421.0,0,maruti,maruti vitara brezza,1010000.0,1,karnataka,1,7,9
24620,57364.0,0,maruti,maruti vitara brezza,887000.0,1,karnataka,1,8,9
24621,55060.0,0,maruti,maruti swift,735000.0,1,karnataka,1,7,9
24622,41295.0,0,maruti,maruti swift,488000.0,1,karnataka,1,13,9
24623,95000.0,0,maruti,maruti ciaz,595000.0,1,karnataka,1,11,9
24624,50613.0,0,maruti,maruti sx4 s cross,949000.0,1,karnataka,2,7,9
24625,76590.0,0,maruti,maruti sx4 s cross,675000.0,1,karnataka,1,10,9
24626,76285.0,0,maruti,maruti vitara brezza,800000.0,1,karnataka,1,8,9
24627,87041.0,0,maruti,maruti ertiga,713000.0,1,karnataka,2,10,9
24628,79885.0,0,maruti,maruti swift dzire,542000.0,1,karnataka,1,13,9
24629,96172.0,0,maruti,maruti swift dzire,631000.0,1,karnataka,1,9,9
24630,93309.0,0,maruti,maruti swift dzire,506000.0,1,karnataka,3,13,9
24631,63330.0,0,maruti,maruti swift dzire,578000.0,1,karnataka,1,13,9
24632,90713.0,0,maruti,maruti swift,351000.0,1,karnataka,2,14,8
24633,50200.0,0,maruti,maruti baleno,712000.0,1,karnataka,1,9,9
24634,64773.0,0,maruti,maruti vitara brezza,1020000.0,1,karnataka,1,7,9
24635,70157.0,0,maruti,maruti baleno,639000.0,1,karnataka,1,9,9
24636,48132.0,0,maruti,maruti sx4 s cross,813000.0,1,karnataka,1,9,9
24637,45000.0,0,maruti,maruti vitara brezza,1050000.0,1,karnataka,1,7,9
24638,57068.0,0,maruti,maruti vitara brezza,918660.0,1,karnataka,1,8,9
24639,67968.0,0,maruti,maruti swift,700000.0,1,karnataka,1,7,9
24640,92668.0,0,maruti,maruti vitara brezza,830000.0,1,karnataka,1,9,9
24641,29813.0,0,maruti,maruti sx4 s cross,1099000.0,1,karnataka,1,6,9
24642,69395.0,0,maruti,maruti swift,620000.0,1,karnataka,2,10,9
24643,72741.0,0,maruti,maruti ertiga,890000.0,1,karnataka,1,9,9
24644,51983.0,0,maruti,maruti baleno,715000.0,1,karnataka,1,10,9
24645,123551.0,0,maruti,maruti swift,450000.0,1,karnataka,1,13,9
24646,80000.0,0,maruti,maruti sx4,465000.0,1,karnataka,1,13,9
24647,53034.0,0,maruti,maruti vitara brezza,1300000.0,1,karnataka,1,6,9
24648,82607.0,0,maruti,maruti vitara brezza,775000.0,1,karnataka,1,9,9
24649,64297.0,0,maruti,maruti ertiga,1063000.0,1,karnataka,2,7,9
24650,25193.0,0,maruti,maruti ertiga,1128000.0,1,karnataka,2,6,9
24651,171560.0,0,maruti,maruti sx4 s cross,599187.0,1,karnataka,3,9,9
24652,34000.0,0,maruti,maruti vitara brezza,1040000.0,1,karnataka,1,7,9
24653,83803.0,0,maruti,maruti swift dzire,769000.0,1,karnataka,1,8,9
24654,66700.0,0,maruti,maruti swift,634000.0,1,karnataka,1,11,9
24655,55585.0,0,maruti,maruti swift,600000.0,1,karnataka,1,10,9
24656,84000.0,0,maruti,maruti swift,460000.0,1,karnataka,1,13,9
24657,137948.0,0,maruti,maruti swift,300000.0,1,karnataka,2,15,8
24658,75628.0,0,maruti,maruti swift dzire,620000.0,1,karnataka,2,9,9
24659,84642.0,0,maruti,maruti swift,475000.0,1,karnataka,1,13,9
24660,77355.0,0,maruti,maruti ertiga,900000.0,1,karnataka,1,8,9
24661,98065.0,0,maruti,maruti ertiga,700000.0,1,karnataka,1,12,9
24662,114261.0,0,maruti,maruti swift,450000.0,1,karnataka,1,11,9
24664,100000.0,0,maruti,maruti swift,335000.0,1,karnataka,3,14,9
24665,101968.0,0,maruti,maruti swift dzire,350000.0,1,karnataka,3,17,9
24666,58557.0,0,maruti,maruti swift,507920.0,1,karnataka,1,11,9
24667,77220.0,0,maruti,maruti ertiga,650000.0,1,karnataka,1,12,9
24668,121362.0,0,maruti,maruti ciaz,700000.0,1,karnataka,2,10,9
24669,49550.0,0,maruti,maruti sx4 s cross,845000.0,1,karnataka,1,8,9
24670,56651.0,0,maruti,maruti sx4 s cross,703495.0,1,karnataka,2,9,9
24671,105402.0,0,maruti,maruti ertiga,800000.0,1,karnataka,1,10,9
24672,129188.0,0,maruti,maruti swift,500000.0,1,karnataka,1,10,9
24673,36284.0,0,maruti,maruti sx4 s cross,761000.0,1,karnataka,1,10,9
24674,93663.0,0,maruti,maruti swift,650000.0,1,karnataka,2,8,9
24675,82114.0,0,maruti,maruti ciaz,750000.0,1,karnataka,1,10,9
24676,99495.0,0,maruti,maruti swift,360000.0,1,karnataka,2,15,6
24677,170993.0,0,maruti,maruti swift dzire,400000.0,1,karnataka,3,12,9
24678,71000.0,0,maruti,maruti swift,550000.0,1,karnataka,2,11,9
24679,98311.0,0,maruti,maruti ertiga,658000.0,1,karnataka,2,13,9
24680,27371.0,0,maruti,maruti vitara brezza,1028000.0,1,karnataka,2,6,9
24681,79885.0,0,maruti,maruti swift dzire,668000.0,1,karnataka,1,13,9
24682,48223.0,0,maruti,maruti swift dzire,701000.0,1,karnataka,1,9,9
24683,59306.0,0,maruti,maruti swift dzire,782000.0,1,karnataka,1,8,9
24684,63000.0,0,maruti,maruti baleno,865000.0,1,karnataka,1,7,9
24685,96639.0,0,maruti,maruti ritz,250000.0,1,karnataka,3,15,8
24686,48000.0,0,maruti,maruti swift dzire,875000.0,1,karnataka,1,6,9
24687,47000.0,0,maruti,maruti ciaz,750000.0,1,karnataka,1,8,9
24688,85352.0,0,maruti,maruti swift,400000.0,1,karnataka,1,11,9
24689,153285.0,0,maruti,maruti ciaz,650000.0,1,karnataka,1,10,9
24690,52000.0,0,maruti,maruti swift,756000.0,1,karnataka,1,6,9
24691,117391.0,0,maruti,maruti swift,400000.0,1,karnataka,1,12,9
24692,145961.0,0,maruti,maruti ritz,250000.0,1,karnataka,4,14,8
24693,53691.0,0,maruti,maruti vitara brezza,1000000.0,1,karnataka,1,7,9
24694,87000.0,0,maruti,maruti vitara brezza,975000.0,1,karnataka,2,7,9
24695,80852.0,0,maruti,maruti swift dzire,700000.0,1,karnataka,1,8,9
24696,48356.0,0,maruti,maruti vitara brezza,850000.0,1,karnataka,1,8,9
24697,58199.0,0,maruti,maruti vitara brezza,950000.0,1,karnataka,1,7,9
24698,32000.0,0,maruti,maruti swift,675000.0,1,karnataka,2,8,9
24699,122750.0,0,maruti,maruti swift,400000.0,1,karnataka,1,15,6
24700,112564.0,0,maruti,maruti baleno,685000.0,1,karnataka,1,8,9
24701,72000.0,0,maruti,maruti vitara brezza,860000.0,1,karnataka,1,6,9
24702,85000.0,0,maruti,maruti swift,425000.0,1,karnataka,2,14,9
24703,48712.0,0,maruti,maruti vitara brezza,832957.0,1,karnataka,3,8,9
24704,141366.0,0,maruti,maruti swift,550000.0,1,karnataka,1,8,9
24705,165167.0,0,maruti,maruti vitara brezza,850000.0,1,karnataka,1,9,9
24706,81575.0,0,maruti,maruti swift,450000.0,1,karnataka,2,13,9
24707,104192.0,0,maruti,maruti swift dzire,190000.0,1,karnataka,1,15,9
24708,44506.0,0,maruti,maruti swift dzire,470000.0,1,karnataka,1,9,9
24710,78007.0,0,maruti,maruti swift dzire,600000.0,1,karnataka,1,11,9
24711,35262.0,0,maruti,maruti ciaz,850000.0,1,karnataka,3,9,9
24712,100041.0,0,maruti,maruti vitara brezza,760000.0,1,karnataka,1,8,9
24713,78899.0,0,maruti,maruti swift,650000.0,1,karnataka,2,7,9
24714,66504.0,0,maruti,maruti swift dzire,600000.0,1,karnataka,1,12,9
24715,130063.0,0,maruti,maruti swift dzire,450000.0,1,karnataka,1,15,9
24716,70768.0,0,maruti,maruti ertiga,750000.0,1,karnataka,2,12,9
24717,50510.0,0,maruti,maruti swift dzire,375000.0,1,karnataka,1,16,9
24718,99444.0,0,maruti,maruti vitara brezza,922225.0,1,karnataka,1,7,9
24719,81016.0,0,maruti,maruti swift dzire,691300.0,1,karnataka,2,8,9
24720,94112.0,0,maruti,maruti swift dzire,610000.0,1,karnataka,1,9,9
24721,42284.0,0,maruti,maruti vitara brezza,968000.0,1,karnataka,1,8,9
24722,81270.0,0,maruti,maruti vitara brezza,879000.0,1,karnataka,1,7,9
24723,55060.0,0,maruti,maruti swift,735000.0,1,karnataka,1,7,9
24724,62085.0,0,maruti,maruti sx4 s cross,908000.0,1,karnataka,1,8,9
24725,50191.0,0,maruti,maruti baleno,715421.0,1,karnataka,1,9,9
24726,57237.0,0,maruti,maruti ritz,400000.0,1,karnataka,3,11,9
24727,55267.0,0,maruti,maruti vitara brezza,810098.0,1,karnataka,2,8,9
24728,64978.0,0,maruti,maruti ciaz,461970.0,1,karnataka,1,11,9
24729,27541.0,0,maruti,maruti vitara brezza,880000.0,1,karnataka,1,7,9
24730,60487.0,0,maruti,maruti vitara brezza,922225.0,1,karnataka,1,6,9
24731,65000.0,0,maruti,maruti vitara brezza,650000.0,1,delhi,1,9,9
24732,78532.0,0,maruti,maruti swift dzire,369331.0,1,karnataka,2,14,9
24733,93991.0,0,maruti,maruti swift,236607.0,1,karnataka,1,15,6
24734,80661.0,0,maruti,maruti swift,610000.0,1,karnataka,1,8,9
24735,85047.0,0,maruti,maruti swift dzire,502912.0,1,karnataka,1,11,9
24736,104680.0,0,maruti,maruti ritz,378641.0,1,karnataka,1,11,8
24737,32385.0,0,maruti,maruti vitara brezza,874158.0,1,karnataka,1,6,9
24738,124173.0,0,maruti,maruti ertiga,563099.0,1,karnataka,1,10,9
24739,71201.0,0,maruti,maruti swift,334819.0,1,karnataka,2,14,9
24740,40123.0,0,maruti,maruti ertiga,835453.0,1,karnataka,1,8,9
24742,126730.0,0,maruti,maruti swift,241461.0,1,karnataka,2,16,8
24743,123489.0,0,maruti,maruti swift,197455.0,1,karnataka,2,17,8
24744,50957.0,0,maruti,maruti sx4 s cross,759048.0,1,karnataka,2,9,9
24745,65423.0,0,maruti,maruti swift,459466.0,1,karnataka,1,11,9
24746,53045.0,0,maruti,maruti vitara brezza,706214.0,1,karnataka,1,9,9
24747,67934.0,0,maruti,maruti swift,523953.0,1,karnataka,2,9,9
24748,105053.0,0,maruti,maruti swift,421092.0,1,karnataka,2,12,9
24749,78249.0,0,maruti,maruti ciaz,603664.0,1,karnataka,1,9,9
24750,94505.0,0,maruti,maruti ritz,327670.0,1,karnataka,3,11,8
24751,75727.0,0,maruti,maruti ertiga,892418.0,1,karnataka,1,6,9
24752,62403.0,0,maruti,maruti vitara brezza,857822.0,1,karnataka,1,9,9
24753,115986.0,0,maruti,maruti swift,388458.0,1,karnataka,2,12,9
24754,68346.0,0,maruti,maruti swift,452872.0,1,karnataka,2,11,9
24755,154352.0,0,maruti,maruti swift,451405.0,1,karnataka,1,11,9
24756,63473.0,0,maruti,maruti vitara brezza,900955.0,1,karnataka,2,7,9
24757,57946.0,0,maruti,maruti ciaz,651527.0,1,karnataka,2,8,9
24758,80165.0,0,maruti,maruti swift dzire,865000.0,1,karnataka,1,8,9
24759,69478.0,0,maruti,maruti vitara brezza,1100000.0,1,karnataka,1,6,9
24760,51017.0,0,maruti,maruti swift dzire,238198.0,1,karnataka,1,15,9
24761,19492.0,0,maruti,maruti vitara brezza,874906.0,1,karnataka,1,6,9
24762,58241.0,0,maruti,maruti swift,600000.0,1,karnataka,1,11,9
24763,28249.0,0,maruti,maruti vitara brezza,1100000.0,1,karnataka,2,6,9
24764,61094.0,0,maruti,maruti vitara brezza,865297.0,1,karnataka,1,7,9
24765,104037.0,0,maruti,maruti swift,282881.0,1,karnataka,1,15,8
24766,82213.0,0,maruti,maruti swift,307154.0,1,karnataka,2,14,6
24767,123377.0,0,maruti,maruti ertiga,850000.0,1,karnataka,1,8,9
24768,48830.0,0,maruti,maruti vitara brezza,900000.0,1,karnataka,1,8,9
24769,48106.0,0,maruti,maruti ertiga,770000.0,1,karnataka,2,12,9
24770,75000.0,0,maruti,maruti ciaz,645000.0,1,karnataka,2,9,9
24771,106985.0,0,maruti,maruti ritz,340000.0,1,karnataka,1,13,8
24772,78000.0,0,maruti,maruti baleno,700000.0,1,karnataka,1,9,9
24773,74318.0,0,maruti,maruti ciaz,700000.0,1,karnataka,1,9,9
24774,72125.0,0,maruti,maruti swift dzire,380000.0,1,karnataka,1,16,9
24775,48788.0,0,maruti,maruti vitara brezza,850000.0,1,karnataka,2,7,9
24776,75842.0,0,maruti,maruti ertiga,1150000.0,1,karnataka,1,6,9
24777,105624.0,0,maruti,maruti swift,420000.0,1,karnataka,2,13,9
24778,32916.0,0,maruti,maruti vitara brezza,800000.0,1,karnataka,1,8,9
24779,29288.0,0,maruti,maruti ertiga,1053584.0,1,karnataka,1,6,9
24780,95912.0,0,maruti,maruti swift,300000.0,1,karnataka,3,17,8
24781,125000.0,0,maruti,maruti sx4 s cross,615000.0,1,karnataka,1,10,9
24782,86876.0,0,maruti,maruti swift dzire,800000.0,1,karnataka,1,9,9
24784,38616.0,0,maruti,maruti ritz,230000.0,1,karnataka,2,16,8
24785,120145.0,0,maruti,maruti ritz,235000.0,1,karnataka,5,13,8
24786,86731.0,0,maruti,maruti vitara brezza,730000.0,1,karnataka,1,8,9
24787,94184.0,0,maruti,maruti swift,262566.0,1,karnataka,2,14,6
24788,130000.0,0,maruti,maruti ritz,330000.0,1,karnataka,1,14,8
24789,71000.0,0,maruti,maruti vitara brezza,1150000.0,1,karnataka,1,6,9
24790,55388.0,0,maruti,maruti ciaz,663679.0,1,karnataka,2,10,9
24792,103856.0,0,maruti,maruti swift dzire,563048.0,1,karnataka,1,9,9
24793,61322.0,0,maruti,maruti swift dzire,625000.0,1,karnataka,1,11,9
24794,70490.0,0,maruti,maruti swift,400000.0,1,karnataka,1,13,9
24795,70133.0,0,maruti,maruti vitara brezza,800000.0,1,karnataka,1,9,9
24796,86660.0,0,maruti,maruti swift,575000.0,1,karnataka,2,11,9
24797,110937.0,0,maruti,maruti swift,415000.0,1,karnataka,2,13,9
24798,62676.0,0,maruti,maruti vitara brezza,900000.0,1,karnataka,2,8,9
24799,123598.0,0,maruti,maruti swift dzire,380000.0,1,karnataka,2,12,9
24800,33049.0,0,maruti,maruti vitara brezza,950000.0,1,karnataka,1,7,9
24801,48009.0,0,maruti,maruti swift,425000.0,1,karnataka,2,12,9
24802,124108.0,0,maruti,maruti swift,153248.0,1,karnataka,2,17,8
24803,72335.0,0,maruti,maruti ritz,400000.0,1,karnataka,2,13,8
24804,113184.0,0,maruti,maruti vitara brezza,800000.0,1,karnataka,1,8,9
24805,118236.0,0,maruti,maruti vitara brezza,900000.0,1,karnataka,1,7,9
24806,51621.0,0,maruti,maruti vitara brezza,1050000.0,1,karnataka,1,6,9
24807,27183.0,0,maruti,maruti baleno,796755.0,1,karnataka,1,7,9
24808,85240.0,0,maruti,maruti ertiga,700000.0,1,karnataka,2,10,9
24810,111879.0,0,maruti,maruti swift,450000.0,1,karnataka,1,13,9
24811,32194.0,0,maruti,maruti vitara brezza,932415.0,1,karnataka,2,7,9
24812,45954.0,0,maruti,maruti ciaz,578843.0,1,karnataka,2,9,9
24813,38719.0,0,maruti,maruti baleno,785000.0,1,karnataka,1,8,9
24814,92000.0,0,maruti,maruti ciaz,600000.0,1,karnataka,2,10,9
24815,45000.0,0,maruti,maruti swift,725000.0,1,karnataka,1,7,9
24816,49000.0,0,maruti,maruti vitara brezza,985000.0,1,karnataka,1,7,9
24817,93475.0,0,maruti,maruti ertiga,764851.0,1,karnataka,1,9,9
24818,81000.0,0,maruti,maruti ritz,330000.0,1,karnataka,1,15,8
24819,148225.0,0,maruti,maruti swift,280000.0,1,karnataka,1,17,9
24820,88407.0,0,maruti,maruti ritz,420000.0,1,karnataka,1,11,9
24821,54404.0,0,maruti,maruti ciaz,678860.0,1,karnataka,1,10,9
24822,60000.0,0,hyundai,hyundai i20 active,600000.0,0,karnataka,4,10,9
24823,59685.0,0,hyundai,hyundai i20,410000.0,1,karnataka,1,12,9
24824,66654.0,0,hyundai,hyundai i20,360000.0,1,karnataka,1,12,9
24825,49784.0,0,hyundai,hyundai i10,250000.0,1,karnataka,2,16,8
24826,19000.0,0,hyundai,hyundai venue,1375000.0,1,karnataka,1,3,9
24828,10723.0,0,hyundai,hyundai creta,1575000.0,1,karnataka,1,5,9
24829,29916.0,0,hyundai,hyundai venue,1155000.0,1,karnataka,1,4,9
24830,8589.0,0,hyundai,hyundai creta,1898000.0,1,karnataka,1,4,9
24831,29000.0,0,hyundai,hyundai i20,634000.0,0,karnataka,1,6,9
24832,19008.0,0,hyundai,hyundai i20,781843.0,1,karnataka,1,4,9
24833,31017.0,0,hyundai,hyundai i10,319000.0,1,karnataka,1,13,8
24835,31000.0,0,hyundai,hyundai venue,1075000.0,1,karnataka,2,6,9
24837,5000.0,0,hyundai,hyundai aura,610467.0,0,karnataka,3,3,9
24838,60000.0,0,hyundai,hyundai i10,250000.0,0,karnataka,4,14,8
24840,32000.0,0,hyundai,hyundai creta,940000.0,1,karnataka,1,7,9
24841,80000.0,0,hyundai,hyundai grand i10,390000.0,1,karnataka,3,11,9
24842,14247.0,0,hyundai,hyundai creta,1565000.0,1,karnataka,2,5,9
24845,120000.0,0,hyundai,hyundai eon,220000.0,0,karnataka,1,12,8
24846,50000.0,0,hyundai,hyundai grand i10,600000.0,0,karnataka,1,8,9
24848,23093.0,0,hyundai,hyundai eon,180000.0,1,karnataka,1,10,8
24849,57459.0,0,hyundai,hyundai i10,150000.0,1,karnataka,1,17,8
24850,50000.0,0,hyundai,hyundai santro,500000.0,0,karnataka,1,6,9
24851,63000.0,0,hyundai,hyundai i20,770000.0,1,karnataka,1,5,9
24852,21940.0,0,hyundai,hyundai i10,300000.0,1,karnataka,2,11,9
24853,50000.0,0,hyundai,hyundai i20,715000.0,1,karnataka,1,8,9
24854,75000.0,0,hyundai,hyundai creta,1245000.0,1,karnataka,1,6,9
24855,9022.0,0,hyundai,hyundai i20,985000.0,1,karnataka,1,4,9
24856,35000.0,0,hyundai,hyundai grand i10,610000.0,1,karnataka,1,6,9
24857,34955.0,0,hyundai,hyundai creta,1115000.0,1,karnataka,2,8,9
24858,65177.0,0,hyundai,hyundai i10,245000.0,1,karnataka,3,16,9
24859,16184.0,0,hyundai,hyundai i20,875000.0,1,karnataka,1,7,9
24860,31162.0,0,hyundai,hyundai grand i10,529000.0,1,karnataka,2,8,9
24861,24152.0,0,hyundai,hyundai i10,417000.0,1,karnataka,2,12,9
24862,50000.0,0,hyundai,hyundai verna,295000.0,1,karnataka,1,17,9
24863,42096.0,0,hyundai,hyundai grand i10,559000.0,1,karnataka,1,9,9
24864,31000.0,0,hyundai,hyundai grand i10,635000.0,1,karnataka,1,5,9
24865,37000.0,0,hyundai,hyundai grand i10,635000.0,1,karnataka,1,6,9
24866,54000.0,0,hyundai,hyundai grand i10,595000.0,1,karnataka,1,10,9
24867,45000.0,0,hyundai,hyundai i20,785000.0,1,karnataka,1,5,9
24868,45462.0,0,hyundai,hyundai creta,1325000.0,1,karnataka,1,7,9
24869,31255.0,0,hyundai,hyundai grand i10,568000.0,1,karnataka,3,8,9
24870,65673.0,0,hyundai,hyundai verna,545000.0,1,karnataka,2,13,9
24871,79586.0,0,hyundai,hyundai i10,276000.0,1,karnataka,2,15,9
24872,42552.0,0,hyundai,hyundai grand i10,595000.0,1,karnataka,1,7,9
24873,18636.0,0,hyundai,hyundai eon,394000.0,1,karnataka,2,7,9
24874,30210.0,0,hyundai,hyundai i20,828000.0,1,karnataka,1,6,9
24875,43469.0,0,hyundai,hyundai grand i10 nios,737000.0,1,karnataka,1,5,9
24876,20616.0,0,hyundai,hyundai i20,804000.0,1,karnataka,1,6,9
24879,55519.0,0,hyundai,hyundai santro,555000.0,1,karnataka,2,7,9
24880,15731.0,0,hyundai,hyundai verna,996686.0,1,karnataka,1,7,9
24881,80128.0,0,hyundai,hyundai xcent,455000.0,1,karnataka,2,11,9
24882,26288.0,0,hyundai,hyundai i20,755000.0,1,karnataka,1,6,9
24883,20941.0,0,hyundai,hyundai i20,671000.0,1,karnataka,2,8,9
24884,75426.0,0,hyundai,hyundai i20,554000.0,1,karnataka,2,11,9
24885,60040.0,0,hyundai,hyundai creta,1195000.0,1,karnataka,1,6,9
24886,63592.0,0,hyundai,hyundai i20,599000.0,1,karnataka,1,9,9
24887,39569.0,0,hyundai,hyundai i20,685000.0,1,karnataka,1,9,9
24888,41616.0,0,hyundai,hyundai i20,580000.0,1,karnataka,2,10,9
24889,16856.0,0,hyundai,hyundai santro,559000.0,1,karnataka,1,7,9
24890,81834.0,0,hyundai,hyundai venue,880000.0,1,karnataka,1,6,9
24892,26303.0,0,hyundai,hyundai i20,683000.0,1,karnataka,2,9,9
24893,22005.0,0,hyundai,hyundai i20,756000.0,1,karnataka,2,5,9
24894,31937.0,0,hyundai,hyundai i20,806000.0,1,karnataka,1,6,9
24895,61822.0,0,hyundai,hyundai i10,325000.0,1,karnataka,1,15,9
24896,58374.0,0,hyundai,hyundai grand i10,590000.0,1,karnataka,1,6,9
