,km_driven,insurance_prem,manufacturer,model,listed_price,car_seller,state,owner_type,car_age,top_features_count
1907,120000.0,0,toyota,toyota innova,430000.0,0,uttar pradesh,4,13,9
1909,140000.0,0,toyota,toyota innova,970000.0,0,andhra pradesh,2,10,9
1910,135000.0,0,toyota,toyota innova,320000.0,0,himachal pradesh,3,17,8
1911,40000.0,0,datsun,datsun go plus,170000.0,0,madhya pradesh,1,10,8
1912,70000.0,0,honda,honda mobilio,475000.0,0,andhra pradesh,1,11,9
1913,10000.0,0,renault,renault triber,650000.0,0,tamil nadu,1,5,9
1914,70000.0,0,toyota,toyota innova,500000.0,0,uttar pradesh,1,14,8
1915,120000.0,0,maruti,maruti ertiga,850000.0,0,rajasthan,1,5,9
1918,5600.0,0,renault,renault triber,600000.0,0,maharashtra,1,4,9
1919,60000.0,0,maruti,maruti ertiga,550000.0,0,telangana,1,12,9
1920,30800.0,0,maruti,maruti ertiga,850000.0,0,telangana,2,6,9
1921,70000.0,0,honda,honda mobilio,520000.0,0,maharashtra,1,10,9
1922,38589.0,0,mahindra,mahindra marazzo,900000.0,1,maharashtra,1,7,9
1923,110000.0,0,maruti,maruti ertiga,511000.0,0,madhya pradesh,2,13,9
1925,120000.0,0,toyota,toyota innova,250000.0,0,uttar pradesh,2,17,9
1926,60000.0,0,maruti,maruti ertiga,620000.0,0,maharashtra,2,11,9
1927,23000.0,0,toyota,toyota innova crysta,2990000.0,1,tamil nadu,1,5,9
1928,40000.0,0,renault,renault triber,480000.0,0,odisha,2,5,9
1929,155000.0,0,toyota,toyota innova,511000.0,0,rajasthan,1,14,9
1930,60000.0,0,maruti,maruti ertiga,600000.0,0,uttar pradesh,1,10,9
1932,13208.0,0,maruti,maruti ertiga,1275000.0,1,tamil nadu,1,6,9
1933,120000.0,0,chevrolet,chevrolet enjoy,300000.0,0,gujarat,3,8,9
1935,121000.0,0,toyota,toyota innova,720000.0,1,karnataka,2,16,8
1936,68505.0,0,toyota,toyota innova crysta,2290000.0,1,tamil nadu,1,7,9
1937,5000.0,0,renault,renault triber,629000.0,0,punjab,1,5,9
1938,120000.0,0,toyota,toyota innova,375000.0,0,gujarat,4,17,9
1939,71514.0,0,maruti,maruti ertiga,500000.0,1,maharashtra,1,13,9
1940,80000.0,0,maruti,maruti xl6,950000.0,0,uttar pradesh,1,6,9
1943,24268.0,0,toyota,toyota innova crysta,2550000.0,1,maharashtra,1,4,9
1944,5000.0,0,renault,renault triber,720000.0,0,uttar pradesh,1,3,9
1945,120000.0,0,honda,honda mobilio,320000.0,0,rajasthan,1,10,9
1946,120000.0,0,toyota,toyota innova,690000.0,0,rajasthan,1,10,8
1948,90000.0,0,toyota,toyota innova,620000.0,0,uttar pradesh,2,10,8
1949,20000.0,0,mahindra,mahindra marazzo,1300000.0,0,chhattisgarh,1,4,9
1950,120000.0,0,toyota,toyota innova,300000.0,0,punjab,4,13,8
1951,40000.0,0,renault,renault triber,648290.0,0,bihar,1,5,9
1952,70000.0,0,toyota,toyota innova,1269000.0,0,telangana,2,10,9
1953,120000.0,0,toyota,toyota innova,730000.0,0,jammu & kashmir,1,12,9
1954,50000.0,0,maruti,maruti ertiga,1050000.0,0,punjab,1,6,9
1955,100000.0,0,maruti,maruti ertiga,650000.0,0,uttar pradesh,2,8,9
1956,170000.0,0,toyota,toyota innova,825000.0,0,haryana,2,11,9
1957,57802.0,0,datsun,datsun go plus,268038.0,1,telangana,2,9,9
1958,60000.0,0,maruti,maruti ertiga,600000.0,0,madhya pradesh,1,10,9
1959,20000.0,0,mahindra,mahindra marazzo,1100000.0,0,uttar pradesh,1,7,9
1960,140000.0,0,maruti,maruti ertiga,495000.0,0,rajasthan,2,12,9
1961,80000.0,0,toyota,toyota innova,800000.0,0,chhattisgarh,2,16,8
1962,50000.0,0,datsun,datsun go plus,308949.0,0,gujarat,1,6,8
1963,35000.0,0,maruti,maruti xl6,800000.0,0,west bengal,1,6,9
1964,52000.0,0,maruti,maruti ertiga,500000.0,0,bihar,3,13,9
1965,120000.0,0,toyota,toyota innova,450000.0,0,karnataka,2,17,9
1966,80000.0,0,toyota,toyota innova crysta,1470000.0,0,uttarakhand,2,9,9
1967,137855.0,0,toyota,toyota innova crysta,2175000.0,1,tamil nadu,1,9,9
1968,80000.0,0,maruti,maruti ertiga,660000.0,0,madhya pradesh,2,9,9
1969,90000.0,0,chevrolet,chevrolet enjoy,170000.0,0,uttar pradesh,3,12,9
1970,28000.0,0,toyota,toyota innova crysta,2000000.0,1,delhi,2,6,9
1972,166000.0,0,mahindra,mahindra bolero,350000.0,0,rajasthan,4,16,8
1973,90000.0,0,honda,honda mobilio,460000.0,0,delhi,2,11,9
1976,120000.0,0,toyota,toyota innova,400000.0,0,uttar pradesh,1,13,8
1977,85110.0,0,maruti,maruti ertiga,635000.0,0,gujarat,1,11,9
1979,167000.0,0,toyota,toyota innova crysta,1750000.0,1,maharashtra,3,8,9
1980,150000.0,0,toyota,toyota innova,825000.0,0,maharashtra,1,11,8
1982,80000.0,0,maruti,maruti ertiga,650000.0,0,chhattisgarh,1,10,9
1983,24000.0,0,datsun,datsun go plus,550000.0,0,chhattisgarh,1,5,9
1984,70000.0,0,datsun,datsun go plus,350000.0,0,madhya pradesh,1,7,8
1985,60000.0,0,maruti,maruti ertiga,900000.0,0,haryana,1,6,9
1986,30000.0,0,maruti,maruti xl6,930000.0,0,madhya pradesh,1,5,9
1987,120000.0,0,toyota,toyota innova,850000.0,0,maharashtra,2,13,9
1988,100000.0,0,toyota,toyota innova,585000.0,0,maharashtra,2,16,9
1990,108000.0,0,toyota,toyota innova,810000.0,0,kerala,1,14,9
1992,50000.0,0,maruti,maruti ertiga,450000.0,0,punjab,1,12,9
1993,90000.0,0,maruti,maruti ertiga,799000.0,0,punjab,1,8,9
1996,120000.0,0,maruti,maruti ertiga,550000.0,0,maharashtra,3,13,9
1997,90000.0,0,maruti,maruti ertiga,800000.0,0,assam,1,6,9
1998,100000.0,0,toyota,toyota innova,590000.0,0,maharashtra,2,16,9
1999,120000.0,0,maruti,maruti ertiga,360000.0,0,gujarat,3,12,9
2000,60000.0,0,maruti,maruti ertiga,850000.0,0,uttar pradesh,1,7,9
2001,120000.0,0,maruti,maruti ertiga,610000.0,0,haryana,2,8,9
2002,120000.0,0,toyota,toyota innova,580000.0,0,rajasthan,1,13,9
2003,90000.0,0,maruti,maruti ertiga,550000.0,0,gujarat,1,13,9
2004,100000.0,0,toyota,toyota innova,800000.0,0,punjab,1,11,9
2005,86000.0,0,toyota,toyota innova crysta,2250000.0,1,telangana,1,6,9
2007,80000.0,0,chevrolet,chevrolet enjoy,250000.0,0,uttar pradesh,1,9,8
2008,25600.0,0,toyota,toyota innova crysta,1890000.0,1,delhi,1,5,9
2009,29328.0,0,toyota,toyota innova crysta,2200000.0,0,jammu & kashmir,1,5,9
2012,120000.0,0,toyota,toyota innova,850000.0,0,uttar pradesh,2,10,9
2014,120000.0,0,mahindra,mahindra bolero,270000.0,0,uttar pradesh,1,15,8
2015,25000.0,0,datsun,datsun go plus,285000.0,0,uttar pradesh,1,8,9
2016,20000.0,0,renault,renault triber,605000.0,0,uttar pradesh,1,6,9
2017,140000.0,0,chevrolet,chevrolet enjoy,315000.0,0,maharashtra,2,12,9
2018,25000.0,0,renault,renault triber,700000.0,0,karnataka,1,5,9
2020,70000.0,0,toyota,toyota innova crysta,1950000.0,0,madhya pradesh,1,6,9
2022,80000.0,0,honda,honda mobilio,500000.0,0,maharashtra,1,9,9
2023,60000.0,0,toyota,toyota innova crysta,2000000.0,0,uttar pradesh,1,5,9
2024,64000.0,0,maruti,maruti ertiga,750000.0,1,gujarat,1,9,9
2025,50000.0,0,maruti,maruti xl6,845000.0,0,maharashtra,1,5,9
2026,21000.0,0,maruti,maruti xl6,1325000.0,1,tamil nadu,1,4,9
2027,60000.0,0,toyota,toyota innova,850000.0,0,maharashtra,1,13,9
2028,25000.0,0,maruti,maruti ertiga,675000.0,0,maharashtra,1,8,9
2029,35000.0,0,maruti,maruti xl6,1010000.0,0,haryana,1,4,9
2030,120000.0,0,mahindra,mahindra bolero,260000.0,0,uttar pradesh,3,17,7
2032,5000.0,0,renault,renault triber,620000.0,0,uttar pradesh,1,3,9
2034,30000.0,0,maruti,maruti ertiga,700000.0,0,maharashtra,1,8,9
2035,30000.0,0,maruti,maruti ertiga,700000.0,0,maharashtra,1,8,9
2037,30000.0,0,toyota,toyota innova crysta,1740000.0,0,punjab,1,8,9
2038,40000.0,0,maruti,maruti ertiga,750000.0,0,uttar pradesh,1,8,9
2040,80000.0,0,toyota,toyota innova crysta,1500000.0,0,uttar pradesh,1,8,9
2041,120000.0,0,toyota,toyota innova,1100000.0,0,tamil nadu,2,11,8
2046,150000.0,0,toyota,toyota innova,499999.0,0,maharashtra,3,15,9
2047,61677.0,0,toyota,toyota innova,750000.0,1,delhi,1,11,9
2048,128000.0,0,toyota,toyota innova crysta,2020000.0,1,tamil nadu,1,9,9
2049,8001.0,0,maruti,maruti xl6,1290000.0,1,tamil nadu,1,4,9
2050,78000.0,0,maruti,maruti ertiga,890000.0,1,tamil nadu,1,7,9
2051,48001.0,0,toyota,toyota innova crysta,1990000.0,1,tamil nadu,2,6,9
2053,80000.0,0,mahindra,mahindra xylo,380000.0,0,uttar pradesh,1,10,8
2054,70000.0,0,toyota,toyota innova,1100000.0,0,karnataka,1,12,8
2055,56000.0,0,chevrolet,chevrolet enjoy,350000.0,0,uttar pradesh,1,12,8
2056,46000.0,0,toyota,toyota innova crysta,2330000.0,0,karnataka,1,3,9
2057,110000.0,0,toyota,toyota innova crysta,1450000.0,0,rajasthan,4,9,9
2058,110000.0,0,toyota,toyota innova,400000.0,0,chandigarh,2,13,9
2059,118000.0,0,toyota,toyota innova crysta,1950000.0,1,maharashtra,1,7,9
2060,90000.0,0,maruti,maruti ertiga,460000.0,0,andhra pradesh,2,13,9
2061,161471.0,0,honda,honda mobilio,425000.0,1,tamil nadu,1,11,9
2062,90000.0,0,mahindra,mahindra bolero,315000.0,0,uttar pradesh,2,14,9
2063,100000.0,0,mahindra,mahindra bolero,195000.0,0,uttar pradesh,2,15,9
2069,35000.0,0,datsun,datsun go plus,315000.0,0,maharashtra,2,8,9
2070,120000.0,0,maruti,maruti ertiga,320000.0,0,uttar pradesh,2,11,9
2071,100000.0,0,maruti,maruti ertiga,320000.0,0,haryana,2,12,9
2072,50000.0,0,toyota,toyota innova crysta,1800000.0,0,delhi,1,6,9
2074,110000.0,0,toyota,toyota innova crysta,1365000.0,0,jharkhand,1,6,9
2075,100000.0,0,maruti,maruti ertiga,350000.0,0,goa,1,13,9
2076,35000.0,0,mahindra,mahindra marazzo,610000.0,0,bihar,1,7,8
2078,90000.0,0,maruti,maruti ertiga,650000.0,0,uttar pradesh,3,9,9
2079,40000.0,0,maruti,maruti ertiga,600000.0,0,delhi,1,9,9
2080,64000.0,0,toyota,toyota innova crysta,2945000.0,1,karnataka,1,4,9
2081,120000.0,0,chevrolet,chevrolet enjoy,300000.0,0,odisha,1,10,8
2082,60000.0,0,maruti,maruti ertiga,845000.0,1,karnataka,2,7,9
2083,19502.0,0,maruti,maruti ertiga,1065000.0,1,karnataka,1,4,9
2084,25000.0,0,renault,renault triber,600000.0,0,madhya pradesh,1,5,9
2085,5000.0,0,renault,renault triber,650000.0,0,himachal pradesh,1,3,9
2086,100000.0,0,toyota,toyota innova,365000.0,0,punjab,2,15,9
2087,120000.0,0,toyota,toyota innova,500000.0,0,uttar pradesh,2,13,9
2089,50000.0,0,maruti,maruti xl6,900000.0,0,andhra pradesh,1,6,9
2091,120000.0,0,toyota,toyota innova,600000.0,0,west bengal,2,17,9
2093,129000.0,0,toyota,toyota innova,650000.0,0,gujarat,1,12,8
2095,40000.0,0,renault,renault triber,670000.0,0,uttar pradesh,1,3,9
2097,90000.0,0,toyota,toyota innova crysta,1485000.0,0,punjab,2,9,9
2098,150000.0,0,toyota,toyota innova,1000000.0,0,maharashtra,2,11,9
2100,100000.0,0,maruti,maruti ertiga,576666.0,0,telangana,2,10,9
2101,110000.0,0,toyota,toyota innova,590000.0,0,bihar,1,13,8
2102,94000.0,0,honda,honda mobilio,450000.0,0,chandigarh,1,11,9
2104,120000.0,0,toyota,toyota innova,300000.0,0,punjab,4,13,8
2106,60000.0,0,toyota,toyota innova crysta,1650000.0,0,uttar pradesh,1,7,9
2108,14800.0,0,toyota,toyota innova crysta,2350000.0,1,delhi,1,4,9
2109,120000.0,0,maruti,maruti ertiga,280000.0,0,haryana,2,13,9
2110,120000.0,0,chevrolet,chevrolet enjoy,348000.0,0,jharkhand,1,11,8
2111,110000.0,0,toyota,toyota innova crysta,1600000.0,0,himachal pradesh,1,9,9
2112,40000.0,0,maruti,maruti xl6,1000000.0,0,west bengal,1,4,9
2113,120000.0,0,maruti,maruti ertiga,750000.0,0,maharashtra,2,10,9
2115,110000.0,0,maruti,maruti ertiga,650000.0,0,uttar pradesh,2,8,9
2116,130000.0,0,toyota,toyota innova,700000.0,0,maharashtra,3,10,9
2117,25000.0,0,maruti,maruti xl6,900000.0,0,chhattisgarh,2,6,9
2119,84000.0,0,maruti,maruti ertiga,600000.0,0,gujarat,2,11,9
2120,40000.0,0,toyota,toyota innova crysta,1300000.0,0,haryana,1,8,9
2122,110000.0,0,mahindra,mahindra marazzo,1000000.0,0,maharashtra,1,7,9
2123,80000.0,0,honda,honda mobilio,800000.0,0,rajasthan,1,10,9
2125,80000.0,0,toyota,toyota innova crysta,1500000.0,0,uttar pradesh,1,9,9
2127,14430.0,0,renault,renault triber,475000.0,1,delhi,2,5,8
2128,80000.0,0,mahindra,mahindra bolero,250000.0,0,west bengal,2,17,7
2129,60000.0,0,toyota,toyota innova,1100000.0,0,telangana,1,12,8
2131,10000.0,0,renault,renault triber,600000.0,0,uttar pradesh,1,5,9
2132,100000.0,0,toyota,toyota innova crysta,1700000.0,0,maharashtra,1,6,9
2134,120000.0,0,maruti,maruti ertiga,900000.0,0,telangana,1,8,9
2135,71737.0,0,tata,tata hexa,826577.0,1,maharashtra,1,8,9
2136,110000.0,0,mahindra,mahindra xylo,350000.0,0,telangana,2,10,8
2138,70000.0,0,tata,tata hexa,630000.0,0,uttar pradesh,1,8,9
2139,30575.0,0,mahindra,mahindra xylo,350000.0,1,maharashtra,1,11,8
2140,110000.0,0,toyota,toyota innova,800000.0,0,uttar pradesh,1,11,9
2141,90000.0,0,mahindra,mahindra bolero,420000.0,0,uttar pradesh,1,14,9
2142,158000.0,0,mahindra,mahindra xylo,150000.0,0,odisha,2,13,8
2145,90000.0,0,maruti,maruti ertiga,680000.0,0,uttar pradesh,1,9,9
2146,110000.0,0,tata,tata hexa,1190000.0,0,punjab,1,8,9
2148,90000.0,0,mahindra,mahindra bolero,400000.0,0,uttar pradesh,1,14,9
2149,165000.0,0,toyota,toyota innova,349000.0,0,madhya pradesh,2,15,9
2150,108000.0,0,maruti,maruti ertiga,680000.0,0,maharashtra,2,8,9
2153,70000.0,0,honda,honda mobilio,550000.0,0,goa,2,10,9
2155,85000.0,0,toyota,toyota innova crysta,1450000.0,0,haryana,2,8,9
2156,120000.0,0,toyota,toyota innova,670000.0,0,bihar,2,11,8
2157,130000.0,0,maruti,maruti ertiga,660000.0,0,gujarat,2,7,8
2158,70000.0,0,maruti,maruti ertiga,625000.0,0,haryana,3,7,9
2160,110000.0,0,chevrolet,chevrolet enjoy,350000.0,0,maharashtra,1,9,8
2161,142900.0,0,mahindra,mahindra bolero,311000.0,0,rajasthan,3,17,9
2162,25000.0,0,renault,renault triber,600000.0,0,punjab,1,5,9
2163,35000.0,0,toyota,toyota innova crysta,1700000.0,0,uttar pradesh,1,8,9
2164,51000.0,0,maruti,maruti ertiga,750000.0,0,uttar pradesh,1,5,9
2165,15000.0,0,renault,renault triber,720000.0,0,maharashtra,1,3,9
2167,112000.0,0,toyota,toyota innova crysta,1999000.0,1,telangana,1,8,9
2168,40000.0,0,renault,renault triber,749999.0,0,tamil nadu,1,4,9
2169,100000.0,0,toyota,toyota innova,330000.0,0,uttar pradesh,2,14,9
2170,120000.0,0,toyota,toyota innova crysta,1400000.0,0,uttar pradesh,1,9,9
2171,40000.0,0,renault,renault triber,590000.0,0,madhya pradesh,1,3,8
2172,70000.0,0,toyota,toyota innova,450000.0,0,madhya pradesh,2,15,9
2173,100000.0,0,toyota,toyota innova,650000.0,0,maharashtra,1,13,8
2174,40000.0,0,maruti,maruti xl6,800000.0,0,uttar pradesh,1,4,9
2175,10000.0,0,toyota,toyota innova crysta,1600000.0,0,uttar pradesh,1,8,9
2177,90000.0,0,maruti,maruti ertiga,700000.0,0,kerala,2,7,9
2180,12081.0,0,maruti,maruti ertiga,992856.0,1,maharashtra,1,6,9
2181,50000.0,0,mahindra,mahindra marazzo,1200000.0,0,andhra pradesh,1,5,9
2182,60000.0,0,maruti,maruti xl6,1000000.0,0,gujarat,1,4,9
2183,60000.0,0,maruti,maruti ertiga,800000.0,0,punjab,1,7,9
2186,50000.0,0,mahindra,mahindra marazzo,950000.0,0,rajasthan,1,5,8
2187,6000.0,0,renault,renault triber,800000.0,0,jammu & kashmir,1,5,9
2189,120000.0,0,toyota,toyota innova,700000.0,0,tamil nadu,2,14,9
2190,160000.0,0,toyota,toyota innova,825000.0,0,rajasthan,1,9,8
2191,120000.0,0,maruti,maruti ertiga,800000.0,0,andhra pradesh,2,8,9
2192,15000.0,0,maruti,maruti xl6,1100000.0,0,jammu & kashmir,1,4,9
2194,54000.0,0,toyota,toyota innova crysta,1799999.0,1,maharashtra,1,7,9
2195,40000.0,0,datsun,datsun go plus,400000.0,0,andhra pradesh,1,7,9
2196,120000.0,0,toyota,toyota innova,550000.0,0,maharashtra,3,15,9
2197,30000.0,0,toyota,toyota innova crysta,2240000.0,0,haryana,1,6,9
2198,80000.0,0,mahindra,mahindra bolero,350000.0,0,karnataka,4,16,9
2199,120000.0,0,toyota,toyota innova,550000.0,0,rajasthan,1,14,9
2200,5000.0,0,renault,renault triber,800000.0,0,jharkhand,1,3,9
2201,73000.0,0,toyota,toyota innova crysta,1720000.0,1,maharashtra,1,9,9
2203,50000.0,0,tata,tata hexa,980000.0,0,maharashtra,2,7,9
2204,100000.0,0,maruti,maruti ertiga,950000.0,0,madhya pradesh,2,6,9
2205,50000.0,0,maruti,maruti ertiga,1050000.0,0,maharashtra,1,6,9
2206,70000.0,0,maruti,maruti ertiga,750000.0,0,gujarat,1,9,9
2207,13880.0,0,renault,renault triber,699999.0,1,delhi,1,5,9
2208,40000.0,0,datsun,datsun go plus,235000.0,0,west bengal,3,8,9
2210,110000.0,0,tata,tata hexa,900000.0,0,jharkhand,1,8,9
2211,5000.0,0,renault,renault triber,800000.0,0,chhattisgarh,1,3,9
2212,50000.0,0,toyota,toyota innova crysta,1900000.0,0,punjab,1,7,9
2213,35000.0,0,toyota,toyota innova crysta,2550000.0,0,maharashtra,2,4,9
2217,50000.0,0,maruti,maruti ertiga,670000.0,0,punjab,1,8,9
2218,120000.0,0,mahindra,mahindra bolero,450000.0,0,madhya pradesh,1,14,9
2219,60000.0,0,toyota,toyota innova crysta,2050000.0,0,haryana,1,7,9
2220,80000.0,0,honda,honda mobilio,660000.0,0,gujarat,2,10,9
2222,60000.0,0,maruti,maruti ertiga,999000.0,0,rajasthan,1,4,9
2223,60000.0,0,maruti,maruti ertiga,920000.0,0,rajasthan,1,5,9
2224,40000.0,0,maruti,maruti ertiga,670000.0,0,west bengal,1,7,9
2226,120000.0,0,toyota,toyota innova crysta,1600000.0,0,andhra pradesh,1,7,9
2227,60000.0,0,honda,honda mobilio,350000.0,0,west bengal,2,11,9
2228,55000.0,0,toyota,toyota innova crysta,2375000.0,1,telangana,1,8,9
2230,25000.0,0,honda,honda mobilio,575000.0,0,kerala,1,11,9
2231,5000.0,0,renault,renault triber,780000.0,0,chhattisgarh,1,3,9
2232,166156.0,0,toyota,toyota innova,700000.0,0,gujarat,2,13,9
2235,18000.0,0,renault,renault triber,688500.0,0,punjab,1,5,9
2236,120000.0,0,toyota,toyota innova,650000.0,0,punjab,1,12,9
2238,35000.0,0,toyota,toyota innova crysta,1918000.0,0,punjab,1,4,9
2240,90000.0,0,maruti,maruti ertiga,500000.0,0,maharashtra,2,12,9
2242,20000.0,0,renault,renault triber,581293.0,0,west bengal,1,4,9
2243,70000.0,0,maruti,maruti ertiga,810000.0,0,maharashtra,1,9,9
2245,66000.0,0,maruti,maruti ertiga,900000.0,0,madhya pradesh,2,7,9
2246,70000.0,0,chevrolet,chevrolet enjoy,300000.0,0,jharkhand,1,9,8
2247,90000.0,0,mahindra,mahindra marazzo,950000.0,0,andhra pradesh,1,7,9
2248,150000.0,0,toyota,toyota innova,820000.0,0,kerala,3,13,9
2250,60000.0,0,toyota,toyota innova crysta,1650000.0,0,jammu & kashmir,1,8,9
2251,70000.0,0,maruti,maruti ertiga,800000.0,0,punjab,2,9,9
2252,70000.0,0,tata,tata hexa,1310000.0,0,haryana,1,6,9
2253,60000.0,0,toyota,toyota innova,350000.0,0,uttar pradesh,3,16,9
2254,120000.0,0,toyota,toyota innova crysta,1600000.0,0,madhya pradesh,1,8,9
2255,100000.0,0,toyota,toyota innova,380000.0,0,gujarat,2,15,9
2256,110000.0,0,tata,tata hexa,900000.0,0,uttar pradesh,1,6,8
2257,120000.0,0,toyota,toyota innova,340000.0,0,uttar pradesh,3,15,9
2258,150000.0,0,maruti,maruti ertiga,1000000.0,0,rajasthan,1,5,9
2260,52000.0,0,toyota,toyota innova crysta,2400000.0,0,madhya pradesh,1,7,9
2261,20000.0,0,datsun,datsun go plus,280000.0,0,punjab,1,9,8
2262,120000.0,0,toyota,toyota innova,400000.0,0,uttar pradesh,2,15,9
2263,122000.0,0,toyota,toyota innova crysta,1725000.0,1,maharashtra,1,9,9
2265,120000.0,0,mahindra,mahindra bolero,230000.0,0,delhi,2,15,8
2266,124600.0,0,maruti,maruti ertiga,850000.0,0,odisha,1,6,9
2267,50000.0,0,toyota,toyota innova crysta,1700000.0,0,uttar pradesh,1,8,9
2268,10000.0,0,renault,renault triber,650000.0,0,gujarat,1,4,9
2269,110000.0,0,toyota,toyota innova crysta,1600000.0,0,bihar,1,7,9
2270,30000.0,0,maruti,maruti ertiga,470000.0,0,west bengal,3,12,9
2271,30000.0,0,toyota,toyota innova,900000.0,0,uttar pradesh,2,13,9
2272,35000.0,0,renault,renault triber,650000.0,0,uttar pradesh,1,4,9
2274,100000.0,0,datsun,datsun go plus,300000.0,0,andhra pradesh,2,10,9
2275,15000.0,0,renault,renault triber,775000.0,0,karnataka,1,4,9
2277,70000.0,0,maruti,maruti ertiga,665000.0,0,bihar,1,9,9
2278,60000.0,0,mahindra,mahindra bolero,300000.0,0,madhya pradesh,1,14,7
2279,120000.0,0,mahindra,mahindra bolero,300000.0,0,madhya pradesh,1,15,7
2280,80000.0,0,maruti,maruti ertiga,810000.0,0,telangana,1,7,9
2281,80000.0,0,chevrolet,chevrolet enjoy,300000.0,0,kerala,2,12,9
2282,110000.0,0,toyota,toyota innova,580000.0,0,haryana,4,12,9
2283,60000.0,0,maruti,maruti ertiga,550000.0,0,kerala,2,10,9
2284,90000.0,0,honda,honda mobilio,410000.0,0,madhya pradesh,2,11,9
2285,60000.0,0,tata,tata hexa,1050000.0,0,uttarakhand,1,7,9
2286,80000.0,0,toyota,toyota innova,840000.0,0,telangana,1,13,9
2287,9000.0,0,maruti,maruti xl6,1129000.0,0,karnataka,1,3,9
2288,73000.0,0,mahindra,mahindra marazzo,975000.0,0,west bengal,1,6,9
2289,88836.0,0,toyota,toyota innova crysta,1252140.0,1,gujarat,3,9,9
2290,100000.0,0,maruti,maruti ertiga,490000.0,0,maharashtra,3,13,9
2291,70000.0,0,toyota,toyota innova,800000.0,0,madhya pradesh,2,11,9
2292,120000.0,0,tata,tata hexa,900000.0,0,telangana,2,7,9
2293,86950.0,0,toyota,toyota innova crysta,1590000.0,0,haryana,1,7,9
2294,120000.0,0,toyota,toyota innova,430000.0,0,maharashtra,3,17,8
2295,81502.0,0,maruti,maruti eeco,380000.0,1,gujarat,1,7,8
2296,141000.0,0,maruti,maruti eeco,185000.0,0,maharashtra,2,15,8
2297,89233.0,0,maruti,maruti eeco,393000.0,1,gujarat,1,7,8
2298,120000.0,0,maruti,maruti eeco,200000.0,0,maharashtra,3,15,8
2302,40000.0,0,maruti,maruti eeco,499000.0,0,tamil nadu,1,4,8
2303,120000.0,0,maruti,maruti eeco,170000.0,0,rajasthan,2,14,8
2304,90000.0,0,maruti,maruti eeco,390000.0,0,madhya pradesh,1,7,8
2306,20000.0,0,maruti,maruti eeco,380000.0,0,tamil nadu,1,8,8
2311,40000.0,0,maruti,maruti eeco,120000.0,0,west bengal,2,14,8
2313,10000.0,0,maruti,maruti eeco,495000.0,0,maharashtra,1,4,8
2315,89572.0,0,maruti,maruti eeco,359772.0,1,maharashtra,1,9,8
2316,30000.0,0,maruti,maruti eeco,450000.0,0,rajasthan,2,4,8
2317,50000.0,0,maruti,maruti eeco,401000.0,0,uttar pradesh,1,5,8
2318,70000.0,0,maruti,maruti omni,120000.0,0,west bengal,1,16,0
2320,49466.0,0,maruti,maruti eeco,200000.0,1,maharashtra,1,14,8
2322,84476.0,0,maruti,maruti eeco,240000.0,1,gujarat,3,12,8
2324,89191.0,0,maruti,maruti eeco,250000.0,1,maharashtra,1,14,8
2326,35000.0,0,maruti,maruti eeco,365000.0,0,chhattisgarh,2,9,8
2328,20000.0,0,maruti,maruti eeco,415000.0,0,gujarat,1,5,8
2329,42419.0,0,maruti,maruti eeco,332647.0,1,haryana,1,7,8
2330,20000.0,0,maruti,maruti eeco,490000.0,0,jammu & kashmir,1,5,8
2331,100000.0,0,maruti,maruti eeco,350000.0,0,maharashtra,4,13,8
2332,60000.0,0,maruti,maruti omni,110000.0,0,gujarat,2,15,0
2334,37488.0,0,maruti,maruti eeco,350000.0,1,delhi,2,7,8
2335,85000.0,0,maruti,maruti eeco,300000.0,0,odisha,1,9,8
2336,12500.0,0,maruti,maruti eeco,450000.0,0,goa,1,4,8
2337,15000.0,0,maruti,maruti eeco,420000.0,0,andhra pradesh,2,6,8
2338,54748.0,0,maruti,maruti eeco,375000.0,1,delhi,1,5,8
2339,32356.0,0,maruti,maruti eeco,400000.0,1,maharashtra,2,5,8
2340,90000.0,0,maruti,maruti eeco,250000.0,0,maharashtra,2,14,8
2342,149238.0,0,maruti,maruti eeco,200000.0,1,uttar pradesh,2,11,8
2343,32700.0,0,maruti,maruti eeco,470000.0,0,chhattisgarh,2,4,8
2346,80000.0,0,maruti,maruti omni,120000.0,0,tamil nadu,4,16,0
2348,25000.0,0,maruti,maruti eeco,420000.0,0,rajasthan,1,6,8
2350,120000.0,0,maruti,maruti eeco,200000.0,0,maharashtra,3,15,8
2352,90000.0,0,maruti,maruti omni,150000.0,0,madhya pradesh,1,15,0
2354,100000.0,0,maruti,maruti eeco,200000.0,0,karnataka,4,14,8
2358,27000.0,0,maruti,maruti eeco,450000.0,0,kerala,1,5,8
2359,80000.0,0,maruti,maruti eeco,400000.0,0,maharashtra,1,8,8
2364,60000.0,0,maruti,maruti eeco,410000.0,0,rajasthan,2,6,8
2367,20000.0,0,maruti,maruti eeco,430000.0,0,madhya pradesh,1,5,8
2369,56710.0,0,maruti,maruti eeco,410000.0,0,gujarat,1,5,8
2370,40000.0,0,maruti,maruti eeco,480000.0,0,rajasthan,1,4,8
2371,120000.0,0,maruti,maruti omni,150000.0,0,madhya pradesh,2,14,0
2374,70000.0,0,maruti,maruti omni,101000.0,0,uttar pradesh,3,15,0
2375,60000.0,0,maruti,maruti eeco,250000.0,0,jammu & kashmir,3,12,8
